Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Hallenbad Trofaiach;8793;Trofaiach;Gößgrabenstraße 17;;;Hallenbad;Steiermark;Martin Schwab;;;;;ja;ja;"0043 3847 211119; 0699/13005155";"Hr. Bgm. Abl, MBA; Hr. Lechmann";1;47.4270446;15.0035288
Scherübel´s Söhne GmbH;8793;Trofaiach;Hauptstraße 49;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.425868;15.009353
Trofaiach Freibad;8793;Trofaiach;Badgasse 2;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;0699/13005155;"Hr. Bgm. Abl, MBA; Hr. Lechmann";1;47.424117;15.0119979
St. Lambrecht Freibad;8813;St. Lambrecht;Hauptstraße 12;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Seidl, Fr. Bali;1;47.0696;14.299423
Naturbad Neumarkt i.d. Steiermark;8820;Neumarkt i.d.S.;Schwimmbadstraße 21;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Obermayer;1;47.0746;14.433462
Freibad St. Peter am Kammersberg;8843;St. Peter am Kammersberg;Sankt Peter 35;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.18982305;14.18760210439809
WEG Ferienpark KreischbergMag. Vozicky Daniel;8861;St. Georgen am Kreischberg;Ferienpark 100;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.10291345;14.086319027962613
Freibad Selzthal;8900;Selzthal;Badgasse 356/1;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr.  Hubmann;1;47.559251200000006;14.3234722
Freibad Hieflau;8920;Hieflau;Kirchbichl 47;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Neuhauser;1;47.6072076;14.75097695344278
Freibad Gams;8922;Landl;Gams bei Hieflau 250a;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.66736325;14.796892285407527
Marktgemeinde Altenmarkt bei St. Gallen;8934;Altenmarkt;Altenmarkt 2;;;Freibad;Steiermark;Alexander Plöchl;;;;;ja;ja;;;1;47.782264;12.128822
Freibad Pürgg;8951;Stainach-Pürgg;Pürgg 70;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Bgm. Schweiger;1;47.5336038;14.0666278
Riesneralm BergbahnenGmbH & Co KG;8953;Donnersbachwald;Donnersbachwald 89;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.375439;14.119485
Freibad St. Martin am Grimming;8954;St. Martin am Grimming;St. Martin am Grimming 46;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.488125;13.982539
Freibad Haus im Ennstal;8967;Haus im Ennstal;Badgasse 193;;;Freibad;Steiermark;Martin Schwab;;;;;ja;ja;;Hr. Größinger;1;47.411818049999994;13.766154034936452
Gästehaus Hartweger;8967;Haus im Ennstal;Weißenbach 33;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.4223012;13.7803403
WEG Hochstraße 827-829c/o Top Speed Immobilien e.U.;8970;Schladming;Pfarrgasse 23;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.3920434;13.687400341095199
Hotel Annelies GmbHAnja Schrempf;8972;Ramsau am Dachstein;Leiten 214;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.413296349999996;13.67856220945422
Hotel LindenhofFamilie Eisl;8972;Ramsau am Dachstein;Ramsau 301;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.42776875;13.64388996650041
Renate Eisl Hotel Ennstalerhof e.U.;8972;Ramsau am Dachstein;Leiten 219;;;Hotelanlage;Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.4132029;13.679602428560976
Aldiana Club Hotel Bad Mitterndorf GmbH ;8983;Bad Mitterndorf;Neuhofen 183;;;Hotelanlage;Steiermark;Petra Freilinger ;ja;;;;ja;ja;;;1;47.5457438;13.9293633
OptimaMed Gesundheitsresort Bad Mitterndorf GmbH;8983;Bad Mitterndorf;Neuhofen 108;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.5317499;13.93227185534535
Pensionsversicherungsanstalt (PVA)SKA-RZ Bad Aussee;8990;Bad Aussee;Braungasse 354;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Steiermark;Martin Schwab;;;;;ja;ja;;;1;47.61022245;13.781830560816672
Aenea Residenzen Betriebs GmbH;9020;Klagenfurt am Wörthersee;Deutenhofenstraße 3;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.6297967;14.2991497
WEG Seevillen Techelsbergp.A. PS Hausverwaltung GmbH;9020;Klagenfurt am Wörthersee;.;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.623943;14.3075976
WEG Töschling 150-154p. A. Wesiak Kärnten Verwaltungs GmbH;9020;Klagenfurt am Wörthersee;Adolf Tschabuschnigg Straße 35;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.6254188;14.2892467
Panoramahotel Balance GmbHAndrea & Karl Grossmann;9210;Pörtschach am Wörthersee;Winklernerstraße 68;;;Hotelanlage;Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.6368108;14.155914651010846
Frei- u. Hallenbad St.Veit an der Glan;9300;St. Veit an der Glan;Kalten Kellerstraße 40;;https://www.sv.or.at/freizeit/sport/sportangebot/hallen-freibad/;Frei- & Hallenbad;Kärnten;noch keine Zuordnung;;;;;ja;ja;;;1;46.76500475;14.378056533396778
OptimaMed Gesundheitsresort Agathenhof GmbH;9322;Micheldorf;Agathenhofstraße 24;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.9172382;14.420371782337504
Freibad Althofen;9330;Althofen;Silbereggerstraße 15-17;;;Freibad;Kärnten;Martin Schwab;;;;;ja;ja;;Hr. Bgm. Dir. Mitterdorfer;1;46.8635066;14.4708568
Terassenbad Klein St. Paul;9373;Klein St. Paul;Badstraße 15;;;Freibad;Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.835166400000006;14.544209449916446
OptimaMed GesundheitsresortWeissenbach GmbH;9412;St. Margarethen im Lavanttal;Weissenbachstraße 111;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.8737837;14.7749852
Gerhart PirkerHotel Marienhof - Standort Reichenau;9462;Bad St. Leonhard ;Kliening 30;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Gerald Jagschitz;;;;;ja;ja;;;1;46.9552468;14.7798581
OptimaMed GesundheitsresortBad St. Leonhard GmbH;9462;Bad St. Leonhard ;Obdacherstraße 105;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.9646595;14.7878441
Freibad Reichenfels;9463;Reichenfels;St. Peter 85a;;;Freibad;Kärnten;Martin Schwab;;;;;ja;ja;;Hr. Koller;1;47.009764;14.744226
Bad Kleinkirchheimer Bergbahnen AG;9546;Bad Kleinkirchheim;Dorfstrasse 74;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.813789;13.798833
Therme St. Kathrein Betriebs GmbH;9546;Bad Kleinkirchheim;Dorfstraße 47;;https://www.therme-kathrein.at/;Therme;Kärnten;Piazza Leonardo;;;;;ja;ja;;Hr. Jatzkowski;1;46.81330555;13.77896107711212
OptimaMed GesundheitsresortWeißbriach GmbH;9622;Weißbriach;Weißbriach 61;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.6908548;13.251485086730014
Ordination Dr. Martin Kavallar;9631;Jenig;Tröpolach 168;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Kärnten;Martin Schwab;;;;;ja;ja;;;1;46.61295615;13.281221515635732
Freibad Dellach;9772;Dellach im Drautal;Raßnig 8;;;Freibad;Kärnten;Martin Schwab;;;;;ja;ja;;Hr. Glantschnig;1;46.730716;13.0785397
Schwimmbad Kolbnitz;9815;Kolbnitz;Polan 42;;;Freibad;Kärnten;noch keine Zuordnung;;;;;ja;ja;;;1;46.87863525;13.299071623212704
Rottal Terme;84364;Bad Birnbach , Rottal;Thermalbadstraße 4;;;Therme;DE;Petra Freilinger ;;;;;ja;ja;;;1;48.44041804126540;13.082487212979300
Stadtwerke Burghausen;84489;Burghausen;Tittmoninger Straße 4;;;Frei- & Hallenbad;DE;Petra Freilinger ;;;;;ja;ja;;;1;48.1547388;12.8237918
Stadt Pocking;94060;Pocking;Simbacherstraße 16;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);DE;Petra Freilinger ;;;;;ja;ja;;;1;48.3993629;13.3099974
DAS MÜHLBACH e.K.Familie Freudenstein;94072;Bad Füssing;Bachstrasse 15;;;Hotelanlage;DE;Petra Freilinger ;;;;;ja;ja;;;1;48.34530105;13.309995328094775
JohannesbadHotels Bad Füssing GmbH;94072;Bad Füssing;Johannesstrasse 2;;;Hotelanlage;DE;Petra Freilinger ;;;;;ja;ja;;;1;48.34898995;13.329436863848674
JohannesbadReha-Kliniken GmbH & Co.KG;94072;Bad Füssing;Johannesstrasse 2;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);DE;Petra Freilinger ;;;;;ja;ja;;;1;48.34898995;13.329436863848674
Kurhotel Zink e.K;94072;Bad Füssing;Thermalbadstraße 1;;;Hotelanlage;DE;Petra Freilinger ;;;;;ja;ja;;;1;48.3560926;13.312711
Wohlfühl Therme Bad Griesbach;94086;Bad Griesbach i. Rottal;Thermalbadstraße 4;;;Therme;DE;Petra Freilinger ;;;;;ja;ja;;;1;48.4293473;13.1858617
Landgasthof Euler e.K.;94556;Neuschönau;Kaiserstraße 10;;;Hotelanlage;DE;Petra Freilinger ;;;;;ja;ja;;;1;48.8840285;13.476152547723006
