Name;PLZ;Ort ;Straße;geschlossen/nicht vorhanden;Homepage;Typ;Bundesland;ADMA;Hogast;Privatkunde;potentieller Kunde;Bädertechnik;Service;Chemie;Telefon;Ansprechpartner;Berechnung;lat;lon
Hotel Marienhof;2651;Reichenau;Hauptstraße 71-73;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.69939;9.061283
Seminar Park Hirschwang / Sauna;2651;Reichenau an der Rax;Trautenberg-Straße 1;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.701538;15.818051
Badeteich Kalte Kuchl;2663;Rohr im Gebirge;Innerhalbach 18;;https://www.kaltekuchl.at/;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.877907;15.771408
Kur Breitenstein;2673;Breitenstein;Hauptstr. 69;;https://kur-und-reha.at/haus/gesundheitseinrichtung-breitenstein/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.663159;15.82386
Artis;2680;Semmering;Semmeringstraße 99;geschlossen;;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.65406754639785;15.815854875409077
Belvedere;2680;Semmering;Hochstraße 6;;https://belvedere-semmering.at/;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;nein;nein;02664 2270;;1;47.6340159;15.8315536
Dr. Stühlinger Kurhotel ;2680;Semmering ;Südbahnstraße 96;;;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.64409188651049;15.830051403704447
Corvinus;2700;Wiener Neustadt;Bahngasse 29-33;;https://parkresidenz-corvinus.at/;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.81106005;16.237954084365995
Himmelblau Beach Club;2700;Wiener Neustadt   ;Am Achtersee;;https://www.himmelblau-wn.at/;Naturbadeanlage;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.819213;16.204824
Fischauer Thermalbad;2721;Bad Fischau   ;Hauptstraße 10;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.831764;16.164858
Gerasdorf Justizanstalt;2731;Gerasdorf;Puchberg Straße 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.781213989982625;16.076254155281700
Landgasthof zur Schubertlinde;2733;Grünbach am Schneeberg;Badstraße 4;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.794172;15.9899635
Kurhotel Wanzenböck;2734;Puchberg am Schneeberg;Paradiesweg 4;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.790835200000004;15.906825893292483
Schneeberghof;2734;Puchberg/Schneeberg;Wiener Neustädter Str. 24;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.79090415;15.913743905025925
WassergenossenschaftFrohsdorf Rosental;2821;Lanzenkirchen;Dammstrasse 37;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.744533950000005;16.243126244397878
Birnbauer OGBäckerei Bernhard;2833;Bromberg;Markt 13;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.664663;16.212121
Volksschule Bromberg;2833;Bromberg;Hauptstrasse 14;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.666444;16.208257
Freibad Krumbach;2851;Krumbach    ;Badgasse 8;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.51961745;16.192207201467696
Schloss Krumbach;2851;Krumbach;Schloss 1;;;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.502764400000004;16.195466919524442
Gesundheitsres. Königsberg;2853;Bad Schönau ;Am Kurpark 1;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.492521800000006;16.232174401706903
Hotel Weber;2853;Bad Schönau ;Kurhausstrasse 16;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.494965050000005;16.23161226234694
Kurzentrum Landsknecht;2853;Bad Schönau ;Kurhausstraße 11;;https://www.vivea-hotels.com/hotels/bad-schoenau-zum-landsknecht/;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.494644;16.231957
Kurzentrum Zur Quelle;2853;Bad Schönau ;Landsknechtplatz 1;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.49634067598480;16.23275298410650
Vitalzeit Hotel Weber;2853;Bad Schönau ;Kurhausstrasse 16;;https://www.hotelweber.at/;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;02646 8408;;1;47.494965050000005;16.23161226234694
Burgbad Kirchschlag;2860;Kirchschlag in der Buckligen Welt;Wiener Straße 11;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.5008879;16.292613
Freibad Aspang;2870;Aspang Markt   ;Johanna Pergen Straße;;;Freibad;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.55104171053403;16.08911421888771
Hotel Thier;2872;Mönichkirchen;Nr. 243;;;Hotelanlage;Niederösterreich;Ernst Schügerl;;;;;nein;nein;;;1;47.5120788;16.0361905
Thier;2872;Mönichkirchen;Nr. 243;;https://www.hotelthier.at/;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;02649 281;;1;47.5120788;16.0361905
Hotel Molzbachhof;2880;Kirchberg am Wechsel;Tratten 36;;;Hotelanlage;Niederösterreich;Gerald Jagschitz;;;;;nein;nein;;;1;47.6002118;16.002254
Berghotel Tulbingerkogel ;3001;Tulbingerkogel ;Tulbingerkogel 1;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.279624299999995;16.14632689250021
"Berghotel Tulbingerkogel "" Relais du Silence""";3001;Tulbingerkogel ;Tulbingerkogel 1;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;02273 7391;;1;48.279624299999995;16.14632689250021
Freibad Gablitz;3003;Gablitz;Lefnärgasse 1a;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.2297973;16.1504281
Wienerwaldhof ;3011;Tullnerbach;Strohzogl 67;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.218856;16.082704
Hotel Bartberg;3013;Pressbaum;Grenzgasse 15;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.1779916;16.10539063204154
Hotel zur Post ;3053;Laaben bei Neulengbach;Hauptstraße 33;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.449590549999996;15.761606506153022
Zur Post ;3053;Laaben bei Neulengbach;Laaben 33;dauerhaft geschlossen;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;02774 8363;;1;48.108627;15.880926
Freibad Böheimkirchen;3071;Böheimkirchen;Jakobistraße 15;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.19407705;15.763127343841393
Viehofner Seen bei St. Pölten;3100;St. Pölten   ;Dr. Adolf Schärf Straße;;;Naturbadeanlage;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.2225479;15.6388851
Erlebnisbad Aquapark Herzogenburg;3130;Herzogenburg    ;Dammstraße 1;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.2800855;15.7067173
Naturbadeseen Traismauer;3133;Traismauer    ;In der Traisenau 4;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.36265182709012;15.751459478283
Parkbad Wilhelmsburg;3150;Wilhelmsburg    ;Freizeitzentrum Wilhelmsburg, Stadtpark 3;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.1001261;15.602690213779688
Naturschwimmbad Türnitz;3184;Türnitz    ;Badweg 12;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.931677;15.4957621
Ebersdorfer See;3200;Ober-Grafendorf    ;Hauptplatz 2;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.15083;15.54424
Hallenbad Aquarella;3202;Hofstetten-Grünau    ;Hauptplatz 3;;;Hallenbad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.0969164;15.5117234
Pielachtaler Sehnsucht;3202;Hofstetten-Grünau    ;Mariazeller Straße 23c;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.08423895;15.4966662
Pielachtalbad und Flussbad in Rabenstein an der Pielach;3203;Rabenstein an der Pielach ;Königsbachstraße 2;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.065529;15.463158
Steinschalerhof;3203;Rabenstein an der Pielach;Warth 20;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.040359;15.450444
Alpenfreibad Frankenfels;3213;Frankenfels    ;Markt 75;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.982558;15.323322
Freibad Puchenstuben;3214;Puchenstuben;Nr. 25;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.9280944;15.2872186
Alpenhotel Gösing;3221;Gösing Mariazellerbahn;Gösing Mariazellerbahn 4;geschlossen;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.8881648;15.281337080138023
Gösing;3221;Gösing an der Mariazellerbahn;Gösing an der Mariazellerbahn 4;geschlossen;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;02728 217;;1;47.8881648;15.281337080138023
Freidbad Reith;3223;Reith    ;Langseitenrotte 126;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.863966;15.31262
Erlaufsee;3224;Mitterbach am Erlaufsee  ;Erlaufseestraße 74;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.80296;15.288164
Freibad Mitterbach;3224;Mitterbach am Erlaufsee  ;Seestraße;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.80338497799079;15.288879585848859
Freibad Kilb;3233;Kilb    ;Badgasse 6;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.09923825;15.407957702727025
NÖ Sozial-Betreungszentrum;3251;Schauboden;Schauboden 26;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.0789182;15.1369614
Freibad Steinakirchen;3261;Steinakirchen am Forst;Badstraße 2;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.073171;15.05319371313928
Strassbauer;3261;Steinakirchen am Forst;Zehethof 7;;https://www.urlaubambauernhof.at/de/hoefe/strassbauer;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;07488 71700;;1;48.07654055;15.040439267255389
Bergbad Randegg;3263;Randegg    ;Mitterberg 42;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.01136;14.974759
Freibad Reinsberg;3264;Reinsberg;Adelheidweg 2;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.984972150000004;15.070383011129756
Allwetterbad Wanne Scheibbs;3270;Scheibbs    ;Neustift 85;;;Frei- & Hallenbad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.998568750000004;15.164064058294446
Familienbad Oberndorf an der Melk;3281;Oberndorf an der Melk ;Schulstraße 5;;;Hallenbad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.06384095;15.222048076410173
Freibad St. Anton an der Jeßnitz;3283;St. Anton an der Jeßnitz;St. Anton 5;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.960927;15.207027186728485
Lunzer See;3293;Lunz am See  ;Lunz am See 13;;https://lunz.at/lunz-am-see;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.8606764;15.0270919
Seebachbad;3293;Lunz am See  ;Seepromenade;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.85306557945349;15.039889449249957
Seebad Lunz am See;3293;Lunz am See  ;Seestraße 28;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.8533679;15.0439025
BS-Ötscher;3295;Lackenhof;Ötscherwiese 7;;http://bs-otscher.com/de/haus/;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.8713055;15.169719683982196
Wassersportzentrum Wallsee;3313;Wallsee - Sindelburg  ;Altarmstraße 2;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.16298155;14.707758563331282
Badeteiche Hößgang;3323;Neustadtl an der Donau ;Hößgang 65;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.22773675;14.883943609131917
Freibad Ferschnitz (Gasthof zur Linde);3325;Ferschnitz;Senftenegg 46;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.07335995;14.985743176027109
Ybbsnaturbad Kematen;3331;Kematen    ;Straße 31;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.03428349133305;14.77249169904025
Freibad Sonntagberg;3333;Böhlerwerk;Grünmühlweg 13;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.9839998;14.743511352589241
Freibad Gaflenz;3334;Gaflenz;Markt 147;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.888913;14.721586
Freibad Weyer;3335;Weyer;Waidhofner Straße 5;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.860068;14.666309
Schwimm- und Sonnenbad;3335;Weyer;Waidhofner Straße;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.86055;14.667315
Therapiezentum Buchenberg;3340;Waidhofen;Hötzendorfstraße 1;;https://www.tz-buchenberg.at/cdscontent/?contentid=10007.857350&portal=bvaebbuchenbergportal;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;47.9534482;14.788283232694326
Strandbad Hollenstein an der Ybbs;3343;Hollenstein an der Ybbs ;Oisberg 28;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.80232855;14.77935505
Alpenhotel Ensmann;3345;Göstling an der Ybbs ;Lassing 55;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.745462;14.895931
Fahrnberger / Sauna;3345;Göstling an der Ybbs;Lassing 19;;https://hotel-fahrnberger.com/;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;07484 72340;;1;47.743364;14.893147
Flussbad an der Ybbs;3345;Göstling an der Ybbs ;Dr. Stephan Park;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.8103624;14.933114854324678
Waldesruh ;3345;Göstling an der Ybbs ;Steinbachmauer 5;;https://www.alpenhof.com/de/aktiv/sommer.html?lp=gc7b&gad_source=1&gclid=Cj0KCQjw7ZO0BhDYARIsAFttkCjs_meL0xKUh332qbEmfjBBf2mNjsc3u6IgHtB6tqeYMRYsoEtKaZ8aAiPwEALw_wcB;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;47.818186;14.977513
Parkbad Stadt Haag;3350;Haag    ;Gstetten 7;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.1107852;14.57918108294895
Schloss Haindorf;3350;Langenlois;Krumböck Allee 21;;https://haindorf.at/;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.471312;15.699238
Freibad St. Peter in der Au;3352;St. Peter in der Au;Bachviertelstraße 10;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.0441865;14.6254063
Heidebad Amstetten-Hausmening;3363;Ulmerfeld-Hausmening    ;Stadionstraße 4;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.08298155;14.821671999675267
Freibad Neuhofen an der Ybbs;3364;Neuhofen an der Ybbs ;Badstraße 7;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.055857;14.85798785
Naturbad Allhartsberg;3365;Allhartsberg    ;Dorf 8;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.0364552;14.7813013
Freizeitzentrum Ybbs;3370;Ybbs an der Donau ;Sportplatzstraße 6;;;Hallenbad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.1752157;15.0817809
Freizeitzentrum Neumarkt an der Ybbs;3371;Neumarkt an der Ybbs ;Kellerstraße 2;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.14355245;15.05146685
Gesundheitsresort Gars Betriebs GmbH la pura women´s health resort kamptal;3371;Gars/Kamp;Hauptplatz 58;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;ja;;;;nein;nein;;;1;48.5968569;15.659247916542405
Auseen Blindenmarkt;3372;Blindenmarkt    ;Ferschnitz-Au 1;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.11592;14.989756
Freibad Pöchlarn;3380;Pöchlarn    ;Rechenstraße 9;vorübergehend geschlossen;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.20888165;15.198367289553016
Wachaubad Melk;3390;Melk    ;Fürnbergstraße 12;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.2245747;15.3463689
Freibad Gerolding;3392;Gerolding;Badgasse;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.24917091842612;15.421621960298777
Erlebnisbad Happyland;3400;Klosterneuburg    ;In der Au 1;;https://www.happyland.cc/;Frei- & Hallenbad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.308520200000004;16.330412563800195
Freizeitzentrum Happyland;3400;Klosterneuburg    ;In der Au;;https://www.happyland.cc/;Frei- & Hallenbad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.309182849342804;16.333004163797575
Rehabzentrum Weisser Hof;3400;Klosterneuburg;Holzgasse 350;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.324619;16.276521
Strombad Kritzendorf;3420;Kritzendorf    ;Neue Badstraße 1;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.339862752;16.305318263
Altarm in Altenberg-Greifenstein;3422;St. Andrä-Wördern   ;Am alten Hafen 1;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.345207;16.237167
Aubad Tulln;3430;Tulln an der Donau ;Donaulände 78;;;Naturbadeanlage Plus;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.333381;16.073159
Kairos Spa & Gym Langenrohr;3442;Langenrohr;Schulstraße 7;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.308197;16.007182
Erlebnisbad Sieghartskirchen;3443;Sieghartskirchen    ;Badgasse 1;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.252585;16.016758
Badeteich Trasdorf;3452;Trasdorf    ;Trasdorf 29;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.3150602;15.880467
Freibad Kirchberg;3470;Kirchberg am Wagram  ;Kellergasse 1;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.431579;15.901226
Donaualtarm Altenwörth;3474;Altenwörth    ;Ufergasse 7;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.3813398;15.86369967061507
Sittendorfer Teich;3485;Grafenegg;Am Anger;;;Naturbadeanlage Plus ;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.439053318866556;15.736962740580053
Freibad Hadersdorf;3493;Hadersdorf am Kamp  ;Umfahrungsstraße 1;;;Freibad;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.4562534;15.714558931163513
Aquarena Freizeitanlagen GmbH;3500;Krems an der Donau ;Strandbadstraße 5;;https://www.aquarena.com/;Frei- & Hallenbad;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.404465;15.597496685181358
Badearena Krems;3500;Krems an der Donau;Strandbadstraße 5;;https://www.krems.at/sport-freizeit/badearena-krems-1;Hallenbad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.404465;15.597496685181358
Bundesgymnasium Krems;3500;Krems;Rechte Kremszeile 54;;;Sonstiges (Schulen, öffentl. Einrichtungen, …);Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.40908695;15.619453981348647
Hotel am Förthof;3500;Krems;Förthofer Donaulände 8;;;Hotelanlage;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.3973636;15.568705
Hotel zum goldenen Engel;3500;Krems;Wienstr. 41;;https://www.schneeberghof.at/de/hotel-schneeberghof/romantik-urlaub?gad_source=1&gclid=Cj0KCQjw7ZO0BhDYARIsAFttkCg5t_olOFRC5dojkHvT9C1kFeHpyU9uy4esH9t1hcQq-lkazmgNhpIaAjAjEALw_wcB;Hotelanlage;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.422094;15.602329
Steigenberger Krems;3500;Krems;Am Goldberg 2;;https://www.brandstetterhof.com/?utm_source=google&utm_medium=cpc&utm_campaign=performance-max-alt&gad_source=1&gclid=Cj0KCQjw7ZO0BhDYARIsAFttkCiMttEBd9K0KmRm6lYGB8DaYcOBEgxdiaoEPaPgSdeAqPSU7zY9LzAaArGgEALw_wcB;Hotelanlage;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.4089766;15.5821404
Badeteich Obergrünbach;3522;Obergrünbach    ;Obergrünbach 11;;;Naturbadeanlage;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.5187599;15.365288273571998
Badeteich Sallingberg;3522;Sallingberg    ;Sportplatzstraße;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.463598096;15.232719993
Badeteich und Erholungsgelände Brunn am Wald;3522;Brunn am Wald  ;Brunn am Wald 64;;;Naturbadeanlage;Niederösterreich;Alexander Plöchl;;;;;nein;nein;;;1;48.49489245;15.4186364
Bade und Freizeitgelände Großreinprechts;3524;Großreinprechts    ;Großreinprechts 2;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.4777864;15.318202740432849
Freizeitanlage Sallingberg;3525;Sallingberg    ;Sportplatzstraße 5;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.46323755;15.232917304023424
Hotel Ottenstein;3532;Rastenfeld ;Ottenstein 1;;;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.5963531;15.3354002
Hotel Ottenstein;3532;Rastenfeld ;Peygarten-Ottenstein 60;;https://hotelottenstein.at/;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;02826 251;;1;48.590385;15.337009
Stausee Dobra;3532;Rastenfeld    ;Peygarten-Ottenstein 215;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.589936;15.327944
Stausee Ottenstein;3532;Rastenfeld    ;Peygarten-Ottenstein 69;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.590275;15.326503
Stausee Thurnberg;3532;Rastenfeld    ;Peygarten-Ottenstein 215;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.589936;15.327944
Schweighofer / Sauna Faulenzerhotel ;3533;Friedersbach;Friedersbach 53;;https://www.faulenzerhotel.at/;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;02822 755110;;1;48.588968949999995;15.27219368085682
Hotel Zierlinger;3541;Senftenberg ;Oberer Markt 17;;https://www.hotel-zierlinger.at/language/de/;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.4498132;15.5568726
Zierlinger;3541;Senftenberg ;Oberer Markt 17;;https://www.hotel-zierlinger.at/language/de/;Hotelanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;02719 2243;;1;48.4498132;15.5568726
Erlebnisbad Gföhl;3542;Gföhl;Langenloiser Straße 62;;;Freibad;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.51385575;15.503678934276019
Freizeitanlage Kamp;3550;Langenlois    ;Austraße;;;Naturbadeanlage;Niederösterreich;noch keine Zuordnung;;;;;nein;nein;;;1;48.47618466971677;15.692353087010787
